Sample_ID,Fault_Type,Windmill,Resistance,Bus_Type,Split,V_A,V_B,V_C,I_A,I_B,I_C
86,LL-G,WM1,0.01,Generator_690V,Train,0.17336897848633942,0.138075834783367,1.1431102834365765,5.712162823948075,5.246449065579164,0.5919905358020526
87,LLL,WM1,50,Generator_690V,Validation,0.37448960980571455,0.4047392973020639,0.41580052053432387,6.665264420442293,7.228565404674981,7.323586105255413
88,LL-G,WM3,0.01,PCC_132kV,Train,0.13354700000279301,0.10386710959992243,1.1869505332805996,5.703023240656417,5.973129408546889,0.5894733608119649
89,LL-G,WM2,10,PCC_132kV,Train,0.16924995946197596,0.08959848059407574,1.1623539065448831,5.683152614312388,6.034234038535254,0.45622173523948295
90,Normal,WM1,N/A,Generator_690V,Train,1.0157123666297636,0.8998068817796623,1.0348083998579645,0.5194333463338233,0.4259767747451292,0.5458317939125442
91,L-G,WM1,10,Generator_690V,Train,0.11063630605958925,1.1769520748376379,1.0849632464806331,4.915393170917227,0.39507852309928354,0.426326901248311
92,L-G,WM2,50,PCC_132kV,Test,0.07018376554540397,1.1338994014691297,1.2223502308792529,4.979738808236534,0.48247750333694545,0.5852053781810025
93,L-G,WM1,10,Generator_690V,Validation,0.12643174076672797,1.158602946118313,1.2135959151711182,5.602000565042825,0.4647547296462142,0.3827793382144387
94,L-G,WM3,10,Generator_690V,Test,0.12732948628443194,1.120581921784661,1.0870901354986535,4.77150298072177,0.49987749616917454,0.48284908411087585
95,L-G,WM1,0.01,Generator_690V,Validation,0.1578759802904979,1.1506407152283247,1.166635264718709,4.873938420613962,0.4094743840223557,0.6166339711561253
96,LLL-G,WM3,50,PCC_132kV,Train,-0.007653128242369113,-0.013208410128293862,-0.0305588384848044,12.570802771188088,10.173582228040283,9.95104435521851
97,LL-G,WM2,50,Generator_690V,Validation,0.12814667566531923,0.14638505002185537,1.239997621485807,5.846021465930082,6.377536865898443,0.44608409015043904
98,LL-G,WM2,0.01,Collector_33kV,Test,0.21119601008084588,0.18509110151403377,1.176439848011005,5.967613333969464,5.773117324857898,0.35098465536162926
99,LLL,WM2,0.01,PCC_132kV,Train,0.4669756238456233,0.3350257426515358,0.29424294968757464,6.894933062155425,6.5719423169462186,7.953867901697902
100,LL-G,WM2,10,Generator_690V,Train,0.2775920047286178,0.16504733024295795,1.3100461908785683,6.381929817590484,6.137237502159745,0.5646919925355492
101,L-G,WM3,50,PCC_132kV,Train,0.1483073506204648,1.0915754553950365,1.120228780737849,5.010986647981608,0.6005495320306379,0.5909129352599553
102,LLL-G,WM3,10,PCC_132kV,Test,-0.024701240517179632,-0.04256268273467136,0.00784760035041014,8.091068218242206,10.0414888057052,10.965924736751631
103,LL-G,WM2,0.01,PCC_132kV,Train,0.1303693633957788,0.11562387887521196,1.2108948694948527,5.87752368400645,5.952293625443095,0.4610218725957993
104,LLL-G,WM1,50,Generator_690V,Train,0.015281862505176507,0.02620070999193787,0.0063432167424622736,8.476532237058835,11.012414388579215,10.580847200363085
105,Normal,WM1,N/A,Generator_690V,Train,0.9545987962239395,1.0317709015104612,0.9741153713565393,0.4852659773378494,0.712099356584511,0.42851927410085294
106,Normal,WM1,N/A,Generator_690V,Train,0.9293848149332354,0.9380370802573264,0.9955954377985463,0.5963925423055572,0.5977847564654332,0.6794524848392212
107,L-G,WM2,10,Generator_690V,Train,0.12456370103631415,1.1104688004363523,1.1569431994600272,4.080003875293183,0.5834027568726331,0.6216293885097283
108,LL-G,WM3,10,Collector_33kV,Train,0.1739966405399473,0.14272642002281408,1.259099822711161,6.163010403313797,5.790864631899178,0.4698955202886509
109,L-G,WM1,50,Generator_690V,Test,0.04362045243956184,1.1358843979037534,1.2026655139820934,4.866968172118998,0.48261864871082794,0.4409219422625773
110,Normal,WM1,N/A,Generator_690V,Train,1.0732824384460777,1.0029966315133163,1.1084968294040272,0.5249450945930072,0.26148863013069634,0.6544841462418258
111,LLL,WM3,0.01,Generator_690V,Test,0.5336901553743705,0.4585045666015826,0.378255502582628,5.895370173819019,5.7864206904954365,6.501316779169843
112,Normal,WM1,N/A,Generator_690V,Train,0.9887111849756732,1.0138688468979096,0.9288158681558039,0.5399228192939327,0.44347412607895964,0.5604097426355568
113,L-G,WM3,10,Generator_690V,Train,0.22242934940870285,1.1028147284284961,1.256505213316048,3.7571025438569086,0.4521633283412062,0.5784288125727707
114,LL-G,WM2,0.01,Generator_690V,Train,0.1699205412075056,0.1964948222314808,1.1492694586598318,6.003765656024269,5.164711352429816,0.6727875179777505
115,LLL-G,WM1,50,Collector_33kV,Train,0.026851017611700924,0.0009503165586489605,-0.03865432660843768,9.71464837848419,13.023765278049725,9.310863895835597
116,LLL,WM3,0.01,Generator_690V,Train,0.4747312493019198,0.4615598590514598,0.3652001752551011,7.53670239412549,7.302632731719463,7.293509606943798
117,L-G,WM1,0.01,PCC_132kV,Train,0.02981918944640949,1.124749136462741,1.1875638852571304,4.707239219052131,0.44206425066548005,0.3937029603021868
118,Normal,WM3,N/A,PCC_132kV,Test,1.0033764102343963,1.0680329297919327,0.907407863421267,0.7492183998600687,0.31880106624379456,0.6361006704769774
119,LLL-G,WM1,50,PCC_132kV,Train,0.005646275289214803,0.0019012801487910667,-0.0493953264301495,10.112480473592866,11.147547212722417,8.762747792401589
120,LLL,WM2,10,Generator_690V,Train,0.3820354454485135,0.3856163249133586,0.35709476538018203,7.772376663122982,7.166029993228212,6.5576026336258275
121,Normal,WM3,N/A,PCC_132kV,Test,0.9287625906893272,0.9345589800440444,1.0391794832399304,0.4724878571744953,0.40493093065847446,0.5064791350123381
122,LL-G,WM2,10,PCC_132kV,Validation,0.15693477131299627,0.1841564622530011,1.2005861074542932,6.270290385246479,5.944199846335251,0.559838890678439
123,L-G,WM2,50,Collector_33kV,Train,0.14746315871411547,1.1418037011622242,1.1647467367555067,5.427594526696414,0.46898550049893206,0.472412604418346
124,LLL-G,WM1,10,PCC_132kV,Test,-0.05358714456902271,-0.015768285885730166,-0.009069904972387216,10.120162595130333,9.155749009517566,10.044505587669528
125,LLL-G,WM1,50,Collector_33kV,Train,0.02713424179245506,-0.03767269823331731,0.024611921400714342,11.101328911582359,10.759919027669728,12.304602473358553
126,Normal,WM1,N/A,Generator_690V,Train,0.9727808637737408,0.8490243922089588,0.9660678469352948,0.4682239105982604,0.18614853337659598,0.5765437494375016
127,L-G,WM3,10,Generator_690V,Train,0.12156419084431493,1.1701131172332189,1.133008941584585,5.223633279125535,0.3599754771248823,0.4818244189219807
128,L-G,WM2,0.01,PCC_132kV,Train,0.04129288137594427,1.1974628650926453,1.1591067435505586,4.702589844772962,0.4040392687788159,0.44241597878019895
129,L-G,WM1,0.01,Collector_33kV,Validation,0.09378495305607505,1.1268107814310946,1.2179885946664155,5.0203991091119065,0.5860120391984966,0.4638186011915475
130,LLL,WM1,50,PCC_132kV,Train,0.4251039366709005,0.4532480807788605,0.3671249591768839,7.0939310188108164,7.686527849721056,6.878323000751985
131,LLL,WM1,50,Collector_33kV,Train,0.42830874178742057,0.3621892870675665,0.37211424472117094,7.752438650468578,5.826910040865617,4.86213258791344
132,LL-G,WM1,50,Collector_33kV,Test,0.18266254726706457,0.12236149933866852,1.230808654918511,6.02333766982793,6.372256248701252,0.5322898686169141
133,L-G,WM3,0.01,Collector_33kV,Test,0.09606235568776798,1.216755230863431,1.1477645621620207,4.462505216434797,0.5301812486075869,0.45066240725026474
134,LLL-G,WM1,0.01,PCC_132kV,Train,0.002382671177209437,-0.016376701742104136,0.0543667721550764,10.53101082502232,9.939786197912566,9.527657473988624
135,LLL,WM2,10,Collector_33kV,Train,0.4801838204544829,0.39300582428568837,0.3272533517520463,9.120006860860968,7.1132154176553115,6.303551607950542
136,L-G,WM2,0.01,Generator_690V,Train,0.16527913579052617,1.1969305539312747,1.1056943674326174,4.99882829842524,0.6634274485976531,0.40176061888983045
137,LLL-G,WM2,10,Collector_33kV,Train,-0.05308788615265256,0.011400154575604796,-0.03641732526398529,8.8939554993748,9.593559507273309,10.622674068919782
138,LL-G,WM3,50,Generator_690V,Validation,0.17394105944899135,0.1191251812168011,1.14833498790891,5.676589112341515,5.533141604707442,0.5830197290475684
139,LL-G,WM2,0.01,Collector_33kV,Train,0.12644732148075527,0.06417579197005012,1.2010171355905288,5.540900173679707,5.891108069350863,0.642061400744248
140,LLL,WM3,50,Generator_690V,Train,0.3830909616346832,0.37076053521963825,0.3756366017944487,5.497285332168484,7.34318861639395,6.650939764654767
141,L-G,WM3,50,Generator_690V,Train,0.06433445498598943,1.175204691597197,1.0690155067241687,6.465160142746255,0.47008048498306787,0.5856413506005791
142,Normal,WM1,N/A,Generator_690V,Train,1.0055461294854933,1.0091924772376848,0.984088123612869,0.5116578512012464,0.4863010422306058,0.6477720295302075
143,Normal,WM1,N/A,Generator_690V,Train,0.9424503211288848,1.0900255590755428,0.9609421810934443,0.6071515935581039,0.3858058180838688,0.5245498681794313
144,LLL-G,WM1,50,Collector_33kV,Test,-0.03406548130896915,-0.004023155003172815,0.03251201557657711,11.274547806820795,9.365351181449961,9.691420764836877
145,LL-G,WM3,10,Generator_690V,Train,0.21582728863113437,0.1285294333208818,1.2525929516100267,6.1051147992521075,5.9647563367861824,0.3382519239834934
146,LL-G,WM1,10,Collector_33kV,Train,0.1600833123743388,0.06321055347807417,1.1836274996038256,6.636689244950319,6.551220315890882,0.4434371563051556
147,L-G,WM3,50,PCC_132kV,Train,0.08690274967878231,1.157682456464831,1.1756523933705125,5.922900660185966,0.4638486772893133,0.4817549997125731
148,LL-G,WM1,50,Generator_690V,Test,0.13075997900848182,0.2533534843693057,1.1574123747713687,5.885437686495132,6.01505391192802,0.476786520142331
149,LLL-G,WM2,50,Collector_33kV,Train,-0.021073336526134582,-0.006651172558019712,0.023230650637797345,10.753914091484871,9.301621445232923,10.265872386024398
150,LL-G,WM3,0.01,Collector_33kV,Train,0.27216012619237007,0.10724409215666449,1.2901479727736258,5.649568173085899,6.144043687656546,0.40216580676964603
151,Normal,WM1,N/A,Generator_690V,Train,1.0187849009172836,1.0619473176469718,0.9870099929616244,0.34934659698096004,0.5059905256796439,0.4744812828485716
152,LLL-G,WM1,50,Generator_690V,Validation,-8.188987710012168e-06,-0.0339862329971517,-0.011666937795613192,11.664215137794223,8.626727840549067,11.37041476989897
153,LL-G,WM1,10,Generator_690V,Validation,0.14418933114222,0.20544904276566087,1.141412734917685,5.871914662364215,5.9956719764682305,0.47347784270060156
154,L-G,WM3,50,PCC_132kV,Train,-0.016803480251063152,1.165956042093427,1.162364406281387,5.02631106500863,0.4592101075456352,0.5201436543917286
155,LL-G,WM1,10,Generator_690V,Test,0.16274719207118746,0.24090531039459953,1.2077945314190792,5.719302744548756,5.753847087513262,0.344886509862636
156,LLL,WM3,10,Generator_690V,Train,0.3517541282815058,0.39876563753861727,0.34791592836477053,7.041525045542123,6.2784235583489405,6.661484830295188
157,LL-G,WM3,0.01,PCC_132kV,Train,0.15877201722901682,0.16081007042639942,1.1645861830831596,5.6665097404440425,5.432763041221245,0.5922179260299044
158,LLL-G,WM1,50,Generator_690V,Train,-0.020429995409655476,0.03622563422879942,0.037663715872698414,10.061634792816744,8.445445935416227,10.137969561916627
159,LLL-G,WM3,0.01,PCC_132kV,Train,-0.017798983676366894,-0.001185913916074306,0.009330800038972466,11.308126385508219,10.78603942206654,9.261592206263352
160,LL-G,WM3,0.01,Generator_690V,Train,0.14350526945243958,0.14499928718065466,1.1531582880571223,5.278202709249874,5.857463951297692,0.44824954092655683
161,LLL,WM3,50,Collector_33kV,Train,0.45669256457504476,0.40331225571779417,0.43941666763220855,5.925505866651089,7.093220434425587,6.733213510849674
162,LLL,WM3,50,PCC_132kV,Train,0.4203188547492798,0.39986684681109064,0.4165164849542124,8.248573669327332,6.418440810473984,6.0519959730671395
163,L-G,WM2,0.01,Generator_690V,Train,0.18673813965617886,1.209352557533319,1.117704591336885,5.080072082457687,0.46808355167818316,0.5163776871192854
164,LL-G,WM3,0.01,PCC_132kV,Train,0.17243323525220078,0.08388173719724587,1.2370828541351628,5.877795856869056,6.196679652229603,0.5200956397886173
165,LLL,WM1,50,Generator_690V,Train,0.344561934338163,0.39549081438197403,0.4165850006648619,7.197047296257443,6.339717091137684,6.734057067753122
166,Normal,WM1,N/A,Generator_690V,Train,0.9699680655040598,1.0104829707637313,1.079926905604817,0.30344441085234947,0.3374878741117475,0.3295378041822884
167,Normal,WM1,N/A,Generator_690V,Train,0.9854153125103362,0.9754181907183976,1.040106422930906,0.44128847293798523,0.508291185317204,0.4916866474278506
168,Normal,WM1,N/A,Generator_690V,Train,0.9699146693885301,1.0403561298318655,1.043111175594349,0.33660770409407126,0.45850837218796725,0.5823423184562311
169,LL-G,WM1,50,PCC_132kV,Train,0.10775000454541875,0.12476999391756122,1.189723204416873,6.117888576921693,6.061538183999788,0.5051308619657193
170,LL-G,WM3,10,Generator_690V,Train,0.17982716932615286,0.2301982523934513,1.2202943232709849,5.459047921400974,6.739758464857077,0.5557419401124029
171,LL-G,WM1,10,PCC_132kV,Train,0.0620822985803785,0.16756263148111344,1.0872427139437402,5.560830124866073,6.4729260183085895,0.25391104248281215
172,LLL,WM1,10,PCC_132kV,Train,0.43527868295074645,0.4063643744357129,0.44883931932959265,6.441523776670027,6.57551585262071,7.8683326046431015
173,LLL-G,WM3,10,PCC_132kV,Validation,0.018278572426344796,0.04683843496561364,-0.004549386892251027,6.732797703244557,9.57246051081786,11.927252276596501
174,LLL,WM3,0.01,Collector_33kV,Train,0.4919127730630877,0.4627695239715823,0.35868604356427036,6.791714052630463,6.787121320131692,6.761153576484549
175,LLL-G,WM3,50,PCC_132kV,Train,0.02374769688340193,0.007335483047186582,-0.035608958057492125,9.417208055664435,10.218478913669083,9.27410264327114
176,LLL,WM1,50,Generator_690V,Train,0.3653120230734266,0.29945620901240366,0.4134894511955601,8.069039812857602,7.990987901800451,8.038561720716025
177,Normal,WM3,N/A,PCC_132kV,Test,1.092613909225447,0.9513226900147765,0.9291886472103678,0.4575168652474362,0.6501952965188595,0.5945633427567629
178,LLL-G,WM3,50,Collector_33kV,Train,0.01898965683485002,0.031021494475952937,0.0020416848926242564,8.904834263299069,8.95623493818881,10.812077472415044
179,LLL,WM3,50,PCC_132kV,Train,0.3554499207652955,0.49604607173875864,0.4535109892633805,7.361827747299978,6.742582915967191,7.9860046789212955
180,LLL-G,WM2,0.01,Collector_33kV,Train,-0.03271997781659257,-0.01435580612366979,0.0008281532609432925,10.8422543054756,10.694872161092583,8.211209124895214
181,Normal,WM1,N/A,Generator_690V,Train,0.9993251387631032,1.023817888467811,0.9424423131723565,0.550249969612929,0.6411356861745625,0.550436506571841
